date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,mintempm_1,mintempm_2,maxtempm_1,maxtempm_2,maxhumidity_1,maxhumidity_2,minhumidity_1,minhumidity_2
2017-07-14,30,26,1000.75,94,58,33,26,28,25,1003,999,0.0,27,27,34,34,92,92,56,47
2017-07-15,30,26,1000.07,92,56,34,27,27,24,1002,998,0.2,27,27,34,34,92,94,47,51
2017-07-16,30,25,998.85,92,47,34,27,27,24,1001,996,0.0,27,27,34,34,94,90,51,52
2017-07-17,30,26,998.21,94,51,34,27,27,25,1000,995,0.0,27,26,34,30,90,94,52,77
2017-07-18,30,26,998.15,90,52,34,27,28,25,1000,996,4.0,26,25,30,29,94,100,77,84
2017-07-19,28,26,997.34,94,77,30,26,28,25,999,995,0.0,25,26,29,30,100,100,84,78
2017-07-20,27,27,997.31,100,84,29,25,28,26,1000,996,22.0,26,26,30,29,100,100,78,89
2017-07-21,28,27,999.48,100,78,30,26,27,26,1002,997,0.5,26,25,29,28,100,100,89,84
2017-07-22,28,27,999.32,100,89,29,26,28,25,1001,997,24.0,25,25,28,27,100,100,84,86
2017-07-23,26,26,997.93,100,84,28,25,27,25,1000,996,42.0,25,24,27,30,100,94,86,83
2017-07-24,26,26,996.27,100,86,27,25,27,24,998,995,38.0,24,26,30,33,94,94,83,64
2017-07-25,27,26,997.61,94,83,30,24,28,23,1000,996,3.0,26,27,33,33,94,97,64,70
2017-07-26,30,27,1000.13,94,64,33,26,28,25,1003,998,5.0,27,25,33,34,97,100,70,65
2017-07-27,30,26,1002.52,97,70,33,27,27,25,1005,1001,11.0,25,26,34,35,100,95,65,49
2017-07-28,30,26,1003.62,100,65,34,25,29,25,1005,1002,54.0,26,28,35,32,95,90,49,62
2017-07-29,30,27,1003.65,95,49,35,26,28,25,1006,1001,0.0,28,26,32,34,90,89,62,64
2017-07-30,30,26,1002.63,90,62,32,28,29,26,1005,1000,0.0,26,27,34,35,89,94,64,61
2017-07-31,30,27,1002.05,89,64,34,26,28,25,1004,1000,0.5,27,27,35,35,94,100,61,56
2017-08-01,31,27,1001.66,94,61,35,27,28,26,1004,999,0.1,27,26,35,33,100,100,56,69
2017-08-02,31,27,1000.68,100,56,35,27,30,25,1003,998,45.0,26,26,33,33,100,94,69,67
2017-08-03,30,27,998.8,100,69,33,26,28,25,1001,996,2.0,26,27,33,34,94,100,67,64
2017-08-04,30,26,997.42,94,67,33,26,28,25,1000,995,5.0,27,26,34,32,100,94,64,70
2017-08-05,30,27,997.49,100,64,34,27,29,25,1000,996,16.0,26,27,32,32,94,97,70,69
2017-08-06,29,27,1000.2,94,70,32,26,28,26,1002,998,2.0,27,26,32,35,97,94,69,61
2017-08-07,30,26,1002.64,97,69,32,27,28,25,1005,1001,3.0,26,27,35,34,94,94,61,61
2017-08-08,30,27,1003.07,94,61,35,26,28,25,1005,1000,0.6,27,25,34,34,94,100,61,62
2017-08-09,30,27,1002.96,94,61,34,27,28,25,1005,1001,2.0,25,26,34,32,100,96,62,66
2017-08-10,30,26,1001.4,100,62,34,25,28,25,1003,999,42.0,26,26,32,30,96,100,66,83
2017-08-11,29,27,1001.25,96,66,32,26,28,25,1003,999,0.0,26,25,30,32,100,100,83,69
2017-08-12,28,26,1002.15,100,83,30,26,28,25,1004,1000,18.0,25,25,32,32,100,100,69,75
2017-08-13,28,25,1003.98,100,69,32,25,28,24,1006,1002,6.0,25,26,32,34,100,94,75,57
2017-08-14,28,26,1005.15,100,75,32,25,28,24,1007,1003,56.0,26,26,34,34,94,100,57,56
2017-08-15,30,25,1003.54,94,57,34,26,27,24,1006,1001,0.0,26,26,34,39,100,100,56,47
2017-08-16,30,25,1001.15,100,56,34,26,27,23,1004,999,21.0,26,26,39,31,100,97,47,64
2017-08-17,32,26,999.36,100,47,39,26,27,25,1002,997,1.0,26,27,31,32,97,94,64,62
2017-08-18,28,26,1000.51,97,64,31,26,27,25,1003,998,0.0,27,26,32,33,94,94,62,62
2017-08-19,30,26,1003.18,94,62,32,27,27,25,1006,1001,11.0,26,26,33,35,94,97,62,51
2017-08-20,30,26,1003.54,94,62,33,26,28,25,1006,1001,0.4,26,27,35,32,97,94,51,60
2017-08-21,30,26,1002.7,97,51,35,26,29,25,1005,1000,2.0,27,25,32,31,94,100,60,72
2017-08-22,30,26,1002.39,94,60,32,27,27,25,1004,1000,0.0,25,26,31,34,100,94,72,52
2017-08-23,28,26,1002.82,100,72,31,25,27,24,1005,999,21.0,26,27,34,34,94,92,52,51
2017-08-24,30,25,1001.72,94,52,34,26,27,23,1005,999,0.0,27,27,34,34,92,94,51,56
2017-08-25,30,26,1000.73,92,51,34,27,27,25,1003,998,0.0,27,27,34,32,94,94,56,61
2017-08-26,30,26,999.0,94,56,34,27,27,25,1001,997,0.0,27,26,32,32,94,94,61,70
2017-08-27,30,26,999.05,94,61,32,27,27,25,1001,997,0.0,26,25,32,32,94,100,70,73
2017-08-28,29,26,1000.8,94,70,32,26,27,25,1003,999,0.0,25,26,32,35,100,96,73,55
2017-08-29,28,26,1003.46,100,73,32,25,27,25,1006,1002,8.0,26,27,35,33,96,100,55,67
2017-08-30,30,26,1004.39,96,55,35,26,28,25,1007,1002,0.0,27,24,33,33,100,100,67,75
2017-08-31,30,26,1004.36,100,67,33,27,28,26,1007,1002,2.0,24,24,33,33,100,100,75,69
2017-09-01,28,26,1003.51,100,75,33,24,28,23,1005,1001,79.0,24,25,33,35,100,89,69,56
2017-09-02,28,25,1003.07,100,69,33,24,28,24,1005,1001,38.0,25,28,35,36,89,91,56,53
2017-09-03,30,25,1003.89,89,56,35,25,27,24,1006,1002,4.0,28,28,36,35,91,91,53,57
2017-09-04,32,26,1004.58,91,53,36,28,28,24,1007,1002,0.0,28,28,35,36,91,94,57,48
2017-09-05,32,27,1004.67,91,57,35,28,28,25,1007,1002,0.1,28,28,36,36,94,94,48,51
2017-09-06,32,26,1004.96,94,48,36,28,27,24,1007,1002,0.0,28,28,36,36,94,100,51,48
2017-09-07,32,26,1005.31,94,51,36,28,28,25,1008,1003,0.0,28,27,36,35,100,89,48,58
2017-09-08,32,26,1005.82,100,48,36,28,29,25,1008,1004,23.0,27,28,35,35,89,89,58,56
2017-09-09,31,26,1004.84,89,58,35,27,28,24,1007,1003,0.0,28,27,35,35,89,94,56,52
2017-09-10,32,26,1006.32,89,56,35,28,27,24,1009,1004,0.0,27,24,35,34,94,100,52,59
2017-09-11,31,26,1006.85,94,52,35,27,28,24,1009,1003,0.1,24,26,34,34,100,94,59,63
2017-09-12,29,26,1007.05,100,59,34,24,28,23,1009,1004,14.0,26,27,34,34,94,94,63,51
2017-09-13,30,26,1006.63,94,63,34,26,28,24,1009,1004,0.0,27,27,34,35,94,94,51,45
2017-09-14,30,26,1005.59,94,51,34,27,27,24,1008,1002,0.0,27,28,35,35,94,89,45,52
2017-09-15,31,26,1004.12,94,45,35,27,27,24,1007,1001,0.0,28,27,35,33,89,94,52,65
2017-09-16,32,26,1002.88,89,52,35,28,27,24,1006,999,0.0,27,25,33,32,94,100,65,56
2017-09-17,30,26,1002.25,94,65,33,27,28,24,1004,1000,0.0,25,25,32,31,100,97,56,69
2017-09-18,28,26,1001.95,100,56,32,25,26,24,1004,999,0.0,25,25,31,32,97,96,69,69
2017-09-19,28,25,1001.46,97,69,31,25,27,24,1004,999,11.0,25,27,32,33,96,91,69,62
2017-09-20,28,26,1003.08,96,69,32,25,28,24,1005,1001,0.6,27,27,33,35,91,94,62,58
2017-09-21,30,26,1004.53,91,62,33,27,27,25,1007,1002,0.0,27,27,35,35,94,94,58,53
2017-09-22,31,26,1005.42,94,58,35,27,29,25,1008,1003,2.0,27,27,35,36,94,92,53,43
2017-09-23,31,25,1006.34,94,53,35,27,27,24,1009,1004,0.0,27,28,36,36,92,89,43,55
2017-09-24,32,26,1005.38,92,43,36,27,28,24,1008,1002,0.0,28,28,36,36,89,89,55,47
2017-09-25,32,26,1003.76,89,55,36,28,27,24,1007,1001,0.0,28,27,36,34,89,94,47,59
2017-09-26,32,26,1004.58,89,47,36,28,28,23,1007,1002,0.0,27,25,34,33,94,94,59,60
2017-09-27,30,26,1005.61,94,59,34,27,28,25,1008,1003,0.0,25,25,33,32,94,96,60,64
2017-09-28,29,25,1004.68,94,60,33,25,27,24,1007,1002,11.0,25,26,32,31,96,95,64,71
2017-09-29,28,25,1004.93,96,64,32,25,27,24,1007,1003,23.0,26,24,31,30,95,100,71,84
2017-09-30,28,26,1007.43,95,71,31,26,27,24,1009,1005,6.0,24,25,30,34,100,97,84,60
2017-10-01,27,25,1007.17,100,84,30,24,27,24,1010,1005,0.0,25,26,34,33,97,94,60,60
2017-10-02,30,26,1005.65,97,60,34,25,28,24,1008,1003,0.0,26,26,33,35,94,94,60,49
2017-10-03,30,26,1006.08,94,60,33,26,27,25,1008,1004,0.0,26,24,35,32,94,100,49,64
2017-10-04,30,25,1006.83,94,49,35,26,26,24,1010,1004,0.0,24,25,32,33,100,94,64,57
2017-10-05,28,25,1006.8,100,64,32,24,28,23,1010,1005,7.0,25,23,33,30,94,89,57,69
2017-10-06,29,25,1006.84,94,57,33,25,26,23,1009,1005,0.0,23,25,30,30,89,95,69,69
2017-10-07,26,25,1006.3,89,69,30,23,27,24,1009,1004,0.0,25,24,30,26,95,100,69,94
2017-10-08,28,24,1004.53,95,69,30,25,26,22,1008,1002,2.0,24,25,26,31,100,100,94,69
2017-10-09,25,24,999.58,100,94,26,24,25,24,1004,995,0.0,25,26,31,34,100,94,69,60
2017-10-10,28,25,1004.16,100,69,31,25,27,24,1007,1002,1.0,26,26,34,34,94,94,60,59
2017-10-11,30,25,1005.06,94,60,34,26,27,24,1007,1003,0.0,26,26,34,34,94,94,59,59
2017-10-12,30,25,1005.13,94,59,34,26,28,24,1008,1003,0.0,26,26,34,34,94,95,59,55
2017-10-13,30,26,1004.37,94,59,34,26,28,24,1007,1002,18.0,26,26,34,34,95,94,55,54
2017-10-14,30,25,1004.41,95,55,34,26,26,24,1007,1002,0.0,26,26,34,34,94,100,54,45
2017-10-15,30,25,1004.87,94,54,34,26,27,24,1008,1002,0.0,26,25,34,34,100,89,45,37
2017-10-16,30,25,1004.85,100,45,34,26,27,21,1008,1002,0.0,25,27,34,34,89,89,37,56
2017-10-17,30,23,1004.87,89,37,34,25,25,20,1007,1002,0.0,27,25,34,31,89,99,56,65
2017-10-18,30,25,1005.35,89,56,34,27,27,24,1008,1003,0.0,25,24,31,27,99,100,65,88
2017-10-19,28,25,1005.82,99,65,31,25,26,24,1009,1004,0.8,24,23,27,25,100,100,88,83
2017-10-20,26,24,1002.86,100,88,27,24,25,24,1006,1000,0.0,23,22,25,32,100,97,83,48
2017-10-21,24,23,1000.64,100,83,25,23,25,22,1006,996,0.0,22,24,32,34,97,94,48,46
2017-10-22,27,22,1006.3,97,48,32,22,24,20,1009,1004,0.0,24,26,34,34,94,94,46,46
2017-10-23,29,24,1007.95,94,46,34,24,26,22,1010,1006,0.0,26,22,34,32,94,99,46,57
2017-10-24,30,24,1010.27,94,46,34,26,26,21,1012,1008,0.0,22,24,32,31,99,95,57,47
2017-10-25,27,24,1012.7,99,57,32,22,26,22,1015,1011,31.0,24,22,31,31,95,100,47,36
2017-10-26,28,24,1013.75,95,47,31,24,26,22,1016,1012,0.0,22,22,31,31,100,100,36,45
2017-10-27,26,21,1012.38,100,36,31,22,24,18,1015,1010,0.0,22,22,31,30,100,94,45,51
2017-10-28,26,20,1012.17,100,45,31,22,23,11,1015,1010,0.0,22,22,30,29,94,94,51,58
2017-10-29,26,21,1013.28,94,51,30,22,23,19,1016,1011,0.0,22,20,29,28,94,94,58,53
2017-10-30,26,22,1013.13,94,58,29,22,24,20,1016,1011,0.0,20,20,28,29,94,94,53,48
2017-10-31,24,20,1012.87,94,53,28,20,22,18,1015,1011,0.0,20,20,29,30,94,100,48,41
2017-11-01,24,20,1013.13,94,48,29,20,21,18,1016,1011,0.0,20,20,30,31,100,94,41,35
2017-11-02,25,19,1011.54,100,41,30,20,21,18,1015,1009,0.0,20,21,31,32,94,94,35,38
2017-11-03,26,19,1011.43,94,35,31,20,21,17,1014,1009,0.0,21,23,32,32,94,94,38,41
2017-11-04,26,20,1011.87,94,38,32,21,22,18,1015,1010,0.0,23,22,32,32,94,89,41,34
2017-11-05,28,21,1011.96,94,41,32,23,24,18,1015,1009,0.0,22,20,32,31,89,88,34,32
2017-11-06,27,19,1011.87,89,34,32,22,22,18,1014,1010,0.0,20,21,31,31,88,88,32,33
2017-11-07,26,18,1012.12,88,32,31,20,20,17,1015,1010,0.0,21,21,31,31,88,94,33,36
2017-11-08,26,19,1011.76,88,33,31,21,20,17,1015,1009,0.0,21,21,31,31,94,94,36,29
2017-11-09,26,19,1010.91,94,36,31,21,22,18,1014,1009,0.0,21,19,31,30,94,83,29,38
2017-11-10,26,17,1011.14,94,29,31,21,20,14,1014,1009,0.0,19,20,30,31,83,88,38,34
2017-11-11,24,18,1011.8,83,38,30,19,20,16,1015,1010,0.0,20,20,31,31,88,78,34,30
2017-11-12,26,17,1010.19,88,34,31,20,20,14,1013,1008,0.0,20,21,31,29,78,83,30,44
2017-11-13,26,16,1009.35,78,30,31,20,18,14,1013,1007,0.0,21,21,29,23,83,100,44,73
2017-11-14,25,18,1010.04,83,44,29,21,20,17,1013,1008,0.0,21,20,23,24,100,95,73,80
2017-11-15,22,20,1011.15,100,73,23,21,22,18,1014,1009,27.0,20,21,24,25,95,100,80,69
2017-11-16,22,20,1010.98,95,80,24,20,22,19,1013,1009,12.0,21,22,25,30,100,96,69,70
2017-11-17,23,21,1010.75,100,69,25,21,23,19,1013,1009,7.0,22,23,30,31,96,89,70,53
2017-11-18,26,23,1010.94,96,70,30,22,25,21,1013,1009,0.0,23,22,31,31,89,94,53,35
2017-11-19,27,22,1011.4,89,53,31,23,24,20,1014,1010,0.0,22,19,31,29,94,88,35,30
2017-11-20,26,20,1012.04,94,35,31,22,23,18,1015,1010,0.0,19,15,29,27,88,88,30,27
2017-11-21,24,16,1012.0,88,30,29,19,20,9,1016,1010,0.0,15,15,27,27,88,88,27,26
2017-11-22,21,11,1010.85,88,27,27,15,16,8,1014,1008,0.0,15,15,27,27,88,88,26,29
2017-11-23,21,12,1010.86,88,26,27,15,15,8,1014,1009,0.0,15,15,27,28,88,94,29,23
2017-11-24,21,12,1012.4,88,29,27,15,14,11,1015,1010,0.0,15,14,28,27,94,94,23,25
2017-11-25,22,13,1013.96,94,23,28,15,15,10,1017,1012,0.0,14,14,27,28,94,94,25,31
2017-11-26,20,13,1014.25,94,25,27,14,15,10,1018,1011,0.0,14,14,28,28,94,94,31,19
2017-11-27,21,14,1012.44,94,31,28,14,17,12,1016,1010,0.0,14,13,28,27,94,94,19,21
2017-11-28,21,14,1012.65,94,19,28,14,19,8,1015,1011,0.0,13,13,27,26,94,94,21,25
2017-11-29,20,13,1014.49,94,21,27,13,16,8,1018,1012,0.0,13,15,26,27,94,94,25,35
2017-11-30,20,13,1013.48,94,25,26,13,15,10,1017,1011,0.0,15,16,27,28,94,94,35,34
2017-12-01,21,14,1013.17,94,35,27,15,17,11,1016,1011,0.0,16,16,28,27,94,94,34,32
2017-12-02,22,14,1013.79,94,34,28,16,17,12,1017,1012,0.0,16,16,27,27,94,94,32,30
2017-12-03,22,15,1013.74,94,32,27,16,16,11,1017,1011,0.0,16,15,27,26,94,94,30,34
2017-12-04,22,14,1012.77,94,30,27,16,16,12,1016,1010,0.0,15,15,26,26,94,94,34,39
2017-12-05,20,14,1012.17,94,34,26,15,16,11,1015,1010,0.0,15,15,26,27,94,94,39,41
2017-12-06,20,15,1011.41,94,39,26,15,17,13,1014,1009,0.0,15,20,27,24,94,88,41,54
2017-12-07,21,16,1011.58,94,41,27,15,18,14,1014,1010,0.0,20,18,24,22,88,99,54,68
2017-12-08,22,17,1012.0,88,54,24,20,18,15,1015,1011,0.0,18,19,22,23,99,99,68,83
2017-12-09,20,18,1010.83,99,68,22,18,22,15,1013,1009,12.0,19,21,23,27,99,97,83,38
2017-12-10,21,20,1010.44,99,83,23,19,23,19,1013,1009,3.0,21,19,27,28,97,100,38,49
2017-12-11,24,20,1012.25,97,38,27,21,22,15,1015,1010,0.0,19,19,28,29,100,94,49,44
2017-12-12,24,19,1013.49,100,49,28,19,22,17,1016,1011,0.0,19,18,29,29,94,94,44,34
2017-12-13,24,18,1013.8,94,44,29,19,20,16,1017,1012,0.0,18,18,29,27,94,94,34,31
2017-12-14,24,17,1014.81,94,34,29,18,19,15,1018,1013,0.0,18,16,27,27,94,94,31,24
2017-12-15,22,16,1015.23,94,31,27,18,18,13,1018,1014,0.0,16,13,27,25,94,88,24,29
2017-12-16,22,13,1016.02,94,24,27,16,16,8,1019,1014,0.0,13,14,25,24,88,100,29,44
2017-12-17,19,12,1017.0,88,29,25,13,14,9,1020,1015,0.0,14,15,24,21,100,100,44,64
2017-12-18,19,14,1017.19,100,44,24,14,16,12,1021,1015,0.0,15,16,21,23,100,94,64,50
2017-12-19,18,15,1017.15,100,64,21,15,17,14,1020,1015,0.0,16,15,23,23,94,94,50,53
2017-12-20,20,15,1017.8,94,50,23,16,17,14,1021,1016,0.0,15,14,23,25,94,100,53,41
2017-12-21,19,14,1017.28,94,53,23,15,17,13,1021,1015,0.0,14,15,25,26,100,94,41,45
2017-12-22,20,14,1015.37,100,41,25,14,17,11,1019,1013,0.0,15,15,26,25,94,94,45,30
2017-12-23,20,15,1013.68,94,45,26,15,17,14,1016,1011,0.0,15,14,25,25,94,94,30,33
2017-12-24,20,13,1013.49,94,30,25,15,15,11,1017,1011,0.0,14,14,25,25,94,82,33,24
2017-12-25,20,13,1013.37,94,33,25,14,16,11,1016,1011,0.0,14,13,25,26,82,88,24,36
2017-12-26,20,10,1014.31,82,24,25,14,13,8,1017,1012,0.0,13,14,26,26,88,100,36,38
2017-12-27,20,12,1014.3,88,36,26,13,16,9,1018,1012,0.0,14,13,26,26,100,100,38,32
2017-12-28,20,14,1014.52,100,38,26,14,15,12,1018,1012,0.0,13,14,26,25,100,100,32,34
2017-12-29,20,13,1015.16,100,32,26,13,15,11,1018,1013,0.0,14,15,25,27,100,94,34,34
2017-12-30,20,13,1014.57,100,34,25,14,16,12,1018,1012,0.0,0,0,0,0,0,0,0,0
2017-12-31,21,13,1012.64,94,34,27,15,16,11,1017,1010,0.0,0,0,0,0,0,0,0,0
